FEN,Evaluation,BestMove
8/4nN2/3k4/1p1p4/3K4/8/P7/8 b - - 13 71,0,d6c6
8/4nN2/2k5/1p1p4/3K4/8/P7/8 w - - 14 72,0,f7e5
8/4n3/2k5/1p1pN3/3K4/8/P7/8 b - - 15 72,0,c6b6
8/4n3/3k4/1p1pN3/3K4/8/P7/8 w - - 16 73,0,e5f7
8/4nN2/3k4/1p1p4/3K4/8/P7/8 b - - 17 73,0,d6c6
8/4nN2/2k5/1p1p4/3K4/8/P7/8 w - - 18 74,0,f7e5
8/4n3/2k5/1p1pN3/3K4/8/P7/8 b - - 19 74,0,c6d6
8/4n3/3k4/1p1pN3/3K4/8/P7/8 w - - 20 75,0,e5f7
8/4nN2/3k4/1p1p4/3K4/8/P7/8 b - - 21 75,0,d6c6
8/4nN2/2k5/1p1p4/3K4/8/P7/8 w - - 22 76,0,f7e5
8/4n3/2k5/1p1pN3/3K4/8/P7/8 b - - 23 76,0,c6d6
8/4n3/3k4/1p1pN3/3K4/8/P7/8 w - - 24 77,0,e5f7
8/4nN2/3k4/1p1p4/3K4/8/P7/8 b - - 25 77,0,d6c6
8/4nN2/2k5/1p1p4/3K4/8/P7/8 w - - 26 78,0,f7e5
8/4n3/2k5/1p1pN3/3K4/8/P7/8 b - - 27 78,0,c6d6
8/4n3/3k4/1p1pN3/3K4/8/P7/8 w - - 28 79,0,e5f7
8/2pB2k1/6bp/p2p4/3P3K/P1P5/7P/8 w - - 0 66,0,d7e6
8/2p3k1/4B1bp/p2p4/3P3K/P1P5/7P/8 b - - 1 66,0,g6e4
8/2p3k1/4B2p/p2p4/3Pb2K/P1P5/7P/8 w - - 2 67,0,h4h5
2B5/2p3k1/7p/p2p4/3Pb2K/P1P5/7P/8 b - - 3 67,0,e4g6
2B5/2p3k1/6bp/p2p4/3P3K/P1P5/7P/8 w - - 4 68,0,c8e6
8/2p3k1/4B1bp/p2p4/3P3K/P1P5/7P/8 b - - 5 68,0,g6e4
8/2p2bk1/4B2p/p2p4/3P3K/P1P5/7P/8 w - - 6 69,0,e6f7
8/2p2Bk1/7p/p2p4/3P3K/P1P5/7P/8 b - - 0 69,0,g7f7
8/2p2k2/7p/p2p4/3P3K/P1P5/7P/8 w - - 0 70,0,h4g4
8/2p2k2/7p/p2p3K/3P4/P1P5/7P/8 b - - 1 70,0,f7g7
8/2p3k1/7p/p2p3K/3P4/P1P5/7P/8 w - - 2 71,0,h5g4
8/2p3k1/7p/p2p3K/P2P4/2P5/7P/8 b - - 0 71,0,g7h7
8/2p4k/7p/p2p3K/P2P4/2P5/7P/8 w - - 1 72,0,h5g4
8/2p4k/7p/p2p4/P2P3K/2P5/7P/8 b - - 2 72,0,h7g6
8/2p5/6kp/p2p4/P2P3K/2P5/7P/8 w - - 3 73,0,h4g4
8/2p5/6kp/p2p4/P2P2K1/2P5/7P/8 b - - 4 73,0,g6f6
8/2p5/5k1p/p2p4/P2P2K1/2P5/7P/8 w - - 5 74,0,g4f4
8/2p5/5k1p/p2p4/P2P1K2/2P5/7P/8 b - - 6 74,0,f6e6
8/2p5/4k2p/p2p4/P2P1K2/2P5/7P/8 w - - 7 75,0,f4g4
8/2p5/4k2p/p2p4/P2P2K1/2P5/7P/8 b - - 8 75,0,e6f6
8/2p5/5k1p/p2p4/P2P2K1/2P5/7P/8 w - - 9 76,0,g4h5
8/2p5/5k1p/p2p4/P2P2K1/2P4P/8/8 b - - 0 76,0,f6g6
8/2p5/6kp/p2p4/P2P2K1/2P4P/8/8 w - - 1 77,0,g4f4
8/2p5/6kp/p2p4/P2P1K2/2P4P/8/8 b - - 2 77,0,g6f6
8/2p5/5k1p/p2p4/P2P1K2/2P4P/8/8 w - - 3 78,0,f4g4
8/2p5/5k1p/p2p4/P2P2K1/2P4P/8/8 b - - 4 78,0,f6g6
8/2p5/6kp/p2p4/P2P2K1/2P4P/8/8 w - - 5 79,0,g4f4
8/2p5/6kp/p2p4/P2P1K2/2P4P/8/8 b - - 6 79,0,g6f6
8/2p5/5k1p/p2p4/P2P1K2/2P4P/8/8 w - - 7 80,0,f4g4
8/2p5/5k1p/p2p4/P2P2K1/2P4P/8/8 b - - 8 80,0,f6g6
8/2p5/6kp/p2p4/P2P2K1/2P4P/8/8 w - - 9 81,0,g4f4
8/4N1k1/8/8/8/7R/3r4/7K b - - 0 42,-14,g7f6
8/4N3/5k2/8/8/7R/3r4/7K w - - 1 43,-2,h3a3
8/4N3/5k2/8/8/R7/3r4/7K b - - 2 43,-3,f6e7
8/4k3/8/8/8/R7/3r4/7K w - - 0 44,0,a3a6
8/4k3/R7/8/8/8/3r4/7K b - - 1 44,0,d2b2
8/4k3/R7/8/8/8/4r3/7K w - - 2 45,0,h1g1
8/4k3/R7/8/8/8/4r3/6K1 b - - 3 45,0,e2b2
8/4k3/R7/8/8/8/3r4/6K1 w - - 4 46,0,g1f1
8/4k3/R7/8/8/8/3r4/5K2 b - - 5 46,-6,d2b2
8/3k4/R7/8/8/8/3r4/5K2 w - - 6 47,-1,f1g1
8/3k4/R7/8/8/8/3r4/4K3 b - - 7 47,-8,d2h2
8/3k4/R7/8/8/8/1r6/4K3 w - - 8 48,0,e1d1
8/3k4/R7/8/8/8/1r6/3K4 b - - 9 48,0,d7c7
8/3k4/R7/8/8/8/5r2/3K4 w - - 10 49,0,d1e1
8/3k4/R7/8/8/8/5r2/4K3 b - - 11 49,0,f2h2
8/3k4/R7/8/8/8/2r5/4K3 w - - 12 50,0,e1f1
8/3k4/R7/8/8/8/2r5/5K2 b - - 13 50,0,c2b2
8/3k4/R7/8/8/8/1r6/5K2 w - - 14 51,0,f1e1
8/3k4/R7/8/8/8/1r6/4K3 b - - 15 51,0,b2c2
8/3k4/R7/8/8/8/6r1/4K3 w - - 16 52,0,e1d1
8/3k4/R7/8/8/8/6r1/3K4 b - - 17 52,0,g2b2
8/3k4/R7/8/8/8/1r6/3K4 w - - 18 53,0,d1c1
8/3k4/R7/8/8/8/1r6/2K5 b - - 19 53,0,b2f2
8/3k4/R7/8/8/8/5r2/2K5 w - - 20 54,0,c1b1
8/3k4/1R6/8/8/8/5r2/2K5 b - - 21 54,0,f2a2
8/2k5/1R6/8/8/8/5r2/2K5 w - - 22 55,0,b6b2
8/2k5/6R1/8/8/8/5r2/2K5 b - - 23 55,0,f2h2
8/2k5/6R1/8/8/8/r7/2K5 w - - 24 56,0,c1d1
8/2k5/6R1/8/8/8/r7/3K4 b - - 25 56,0,c7d7
8/3k4/6R1/8/8/8/r7/3K4 w - - 26 57,0,g6h6
8/3k4/1R6/8/8/8/r7/3K4 b - - 27 57,0,a2h2
8/3k4/1R6/8/8/8/5r2/3K4 w - - 28 58,0,b6g6
8/3k4/6R1/8/8/8/5r2/3K4 b - - 29 58,0,f2a2
8/3k4/6R1/8/8/8/7r/3K4 w - - 30 59,0,d1c1
8/3k4/1R6/8/8/8/7r/3K4 b - - 31 59,0,h2a2
8/3k4/1R6/8/8/8/r7/3K4 w - - 32 60,0,d1c1
8/3k4/1R6/8/8/8/r7/2K5 b - - 33 60,0,d7e7
8/3k4/1R6/8/8/8/6r1/2K5 w - - 34 61,0,b6h6
8/3k4/R7/8/8/8/6r1/2K5 b - - 35 61,0,g2e2
8/4k3/R7/8/8/8/6r1/2K5 w - - 36 62,0,c1d1
8/4k3/7R/8/8/8/6r1/2K5 b - - 37 62,0,g2a2
8/4k3/7R/8/8/8/4r3/2K5 w - - 38 63,0,h6a6
8/4k3/7R/8/8/8/4r3/3K4 b - - 39 63,0,e2g2
8/4k3/7R/8/8/8/5r2/3K4 w - - 40 64,0,h6b6
8/4k3/6R1/8/8/8/5r2/3K4 b - - 41 64,0,f2a2
8/4k3/6R1/8/8/8/r7/3K4 w - - 42 65,0,d1c1
8/4k3/2R5/8/8/8/r7/3K4 b - - 43 65,0,a2h2
8/4k3/2R5/8/8/8/1r6/3K4 w - - 44 66,0,c6g6
8/4k3/2R5/8/8/8/1r6/2K5 b - - 45 66,0,b2h2
8/4k3/2R5/8/8/8/r7/2K5 w - - 46 67,0,c1d1
8/4k3/2R5/8/8/8/r7/3K4 b - - 47 67,0,e7d7
8/4k3/2R5/8/8/8/1r6/3K4 w - - 48 68,0,c6h6
8/4k3/7R/8/8/8/1r6/3K4 b - - 49 68,0,b2f2
8/4k3/7R/8/8/8/6r1/3K4 w - - 50 69,0,d1c1
8/4k3/1R6/8/8/8/6r1/3K4 b - - 51 69,0,g2h2
8/4k3/1R6/8/8/8/5r2/3K4 w - - 52 70,0,b6g6
8/4k3/R7/8/8/8/5r2/3K4 b - - 53 70,0,f2g2
8/4k3/R7/8/8/8/6r1/3K4 w - - 54 71,0,a6b6
8/4k3/7R/8/8/8/6r1/3K4 b - - 55 71,0,e7d7
8/3k4/7R/8/8/8/6r1/3K4 w - - 56 72,0,d1c1
8/3k4/7R/8/8/8/6r1/2K5 b - - 57 72,0,g2a2
8/3k4/7R/8/8/8/4r3/2K5 w - - 58 73,0,h6b6
8/3k4/R7/8/8/8/4r3/2K5 b - - 59 73,0,e2g2
8/3k4/R7/8/8/8/7r/2K5 w - - 60 74,0,a6g6
8/3k4/R7/8/8/8/7r/3K4 b - - 61 74,0,h2b2
8/3k4/R7/8/8/8/6r1/3K4 w - - 62 75,0,d1c1
8/3k4/R7/8/8/8/6r1/2K5 b - - 63 75,0,g2f2
8/4k3/R7/8/8/8/6r1/2K5 w - - 64 76,0,c1d1
8/4k3/7R/8/8/8/6r1/2K5 b - - 65 76,0,g2a2
8/4k3/7R/8/8/8/5r2/2K5 w - - 66 77,0,h6b6
8/4k3/2R5/8/8/8/5r2/2K5 b - - 67 77,0,f2e2
8/3k4/2R5/8/8/8/5r2/2K5 w - - 68 78,0,c6g6
8/3k4/R7/8/8/8/5r2/2K5 b - - 69 78,0,d7e7
8/4k3/R7/8/8/8/5r2/2K5 w - - 70 79,0,a6h6
8/4k3/R7/8/8/8/5r2/3K4 b - - 71 79,0,f2h2
8/4k3/R7/8/8/8/7r/3K4 w - - 72 80,0,d1e1
8/4k3/6R1/8/8/8/7r/3K4 b - - 73 80,0,e7f7
8/5k2/6R1/8/8/8/7r/3K4 w - - 74 81,0,g6c6
4nk2/p7/1pp5/3p1K2/3P4/2P2PP1/PP5P/8 b - - 0 42,197,f8f7
4n3/p4k2/1pp5/3p1K2/3P4/2P2PP1/PP5P/8 w - - 1 43,212,f5e5
4n3/p4k2/1pp5/3pK3/3P4/2P2PP1/PP5P/8 b - - 2 43,177,f7e7
4n3/p3k3/1pp5/3pK3/3P4/2P2PP1/PP5P/8 w - - 3 44,199,h2h4
4n3/p3k3/1pp5/3pK3/3P3P/2P2PP1/PP6/8 b - - 0 44,187,e8d6
8/p3k3/1ppn4/3pK3/3P3P/2P2PP1/PP6/8 w - - 1 45,190,g3g4
8/p3k3/1ppn4/3pK2P/3P4/2P2PP1/PP6/8 b - - 0 45,186,d6c4
8/p3k3/1pp5/3pK2P/2nP4/2P2PP1/PP6/8 w - - 1 46,194,e5f5
8/p3k3/1pp5/3p1K1P/2nP4/2P2PP1/PP6/8 b - - 2 46,185,e7f7
8/p4k2/1pp5/3p1K1P/2nP4/2P2PP1/PP6/8 w - - 3 47,205,g3g4
8/p4k2/1pp5/3p1K1P/2nP2P1/2P2P2/PP6/8 b - - 0 47,202,c4d6
8/p4k2/2p5/1p1p1K1P/2nP2P1/2P2P2/PP6/8 w - - 0 48,219,b2b3
8/p4k2/2p4P/1p1p1K2/2nP2P1/2P2P2/PP6/8 b - - 0 48,173,c4e3
8/p4k2/2p4P/1p1p1K2/3P2P1/2P1nP2/PP6/8 w - - 1 49,221,f5g5
8/p4k2/2p4P/1p1p2K1/3P2P1/2P1nP2/PP6/8 b - - 2 49,186,e3f1
8/p4k2/2p4P/1p1p2K1/3P2P1/2P2P2/PP6/5n2 w - - 3 50,179,f3f4
8/p4k2/2p4P/1p1p2K1/3P1PP1/2P5/PP6/5n2 b - - 0 50,179,f1g3
8/p4k2/2p4P/1p1p2K1/3P1PP1/2P3n1/PP6/8 w - - 1 51,192,g5h4
8/p4k2/2p4P/1p1p4/3P1PPK/2P3n1/PP6/8 b - - 2 51,176,g3e2
8/p4k2/2p4P/1p1p4/3P1PPK/2P5/PP2n3/8 w - - 3 52,223,f4f5
8/p4k2/2p4P/1p1p1P2/3P2PK/2P5/PP2n3/8 b - - 0 52,214,f7f6
8/p7/2p2k1P/1p1p1P2/3P2PK/2P5/PP2n3/8 w - - 1 53,248,a2a3
8/p7/2p2k1P/1p1p1P2/3P2P1/2P4K/PP2n3/8 b - - 2 53,236,e2g1
8/p7/2p2k1P/1p1p1P2/3P2P1/2P4K/PP6/6n1 w - - 3 54,320,h3g3
8/p7/2p2k1P/1p1p1P2/3P2P1/2P3K1/PP6/6n1 b - - 4 54,268,g1e2
8/p7/2p2k1P/1p1p1P2/3P2P1/2P3K1/PP2n3/8 w - - 5 55,326,g3g2
8/p7/2p2k1P/1p1p1P2/3P2P1/2P5/PP2n1K1/8 b - - 6 55,314,b5b4
8/p7/2p2k1P/1p1p1P2/3P1nP1/2P5/PP4K1/8 w - - 7 56,333,g2h2
8/p7/2p2k1P/1p1p1P2/3P1nP1/2P5/PP5K/8 b - - 8 56,304,a7a5
8/8/p1p2k1P/1p1p1P2/3P1nP1/2P5/PP5K/8 w - - 0 57,367,a2a3
8/8/p1p2k1P/1p1p1P2/3P1nP1/P1P5/1P5K/8 b - - 0 57,351,a6a5
8/8/2p2k1P/pp1p1P2/3P1nP1/P1P5/1P5K/8 w - - 0 58,371,h2g3
8/8/2p2k1P/pp1p1P2/3P1nP1/P1P3K1/1P6/8 b - - 1 58,369,f4e2
8/8/2p2k1P/pp1p1P2/3P2P1/P1P3K1/1P2n3/8 w - - 2 59,402,g3g2
8/8/2p2k1P/pp1p1P2/3P2P1/P1P5/1P2n1K1/8 b - - 3 59,338,e2f4
8/8/2p2k1P/pp1p1P2/3P1nP1/P1P5/1P4K1/8 w - - 4 60,396,g2h2
8/8/2p2k1P/pp1p1P2/3P1nP1/P1P5/1P5K/8 b - - 5 60,388,a5a4
8/8/2p2k1P/1p1p1P2/p2P1nP1/P1P5/1P5K/8 w - - 0 61,445,h2g3
8/8/2p2k1P/1p1p1P2/p2P1nP1/P1P3K1/1P6/8 b - - 1 61,358,f4e2
8/8/2p2k1P/1p1p1P2/p2P2P1/P1P3K1/1P2n3/8 w - - 2 62,464,g3g2
8/8/2p2k1P/1p1p1P2/p2P2P1/P1P5/1P2n1K1/8 b - - 3 62,464,b5b4
8/8/2p2k1P/3p1P2/pp1P2P1/P1P5/1P2n1K1/8 w - - 0 63,440,a3b4
8/8/2p2k1P/3p1P2/pP1P2P1/2P5/1P2n1K1/8 b - - 0 63,415,e2f4
8/8/2p2k1P/3p1P2/pP1P1nP1/2P5/1P4K1/8 w - - 1 64,523,g2h2
8/8/2p2k1P/3p1P2/pP1P1nP1/2P5/1P5K/8 b - - 2 64,490,f6f7
8/8/5k1P/2pp1P2/pP1P1nP1/2P5/1P5K/8 w - - 0 65,621,d4c5
8/8/5k1P/2Pp1P2/pP3nP1/2P5/1P5K/8 b - - 0 65,597,d5d4
8/8/5k1P/2P2P2/pP1p1nP1/2P5/1P5K/8 w - - 0 66,616,c3d4
8/8/5k1P/2P2P2/pP1P1nP1/8/1P5K/8 b - - 0 66,599,f6f7
8/5k2/7P/2P2P2/pP1P1nP1/8/1P5K/8 w - - 1 67,655,g4g5
8/5k2/7P/2P2PP1/pP1P1n2/8/1P5K/8 b - - 0 67,622,f7g8
6k1/8/7P/2P2PP1/pP1P1n2/8/1P5K/8 w - - 1 68,720,b4b5
6k1/8/7P/1PP2PP1/p2P1n2/8/1P5K/8 b - - 0 68,692,a4a3
6k1/8/7P/1PP2PP1/3P1n2/p7/1P5K/8 w - - 0 69,782,b2a3
6k1/8/7P/1PP2PP1/3P1n2/P7/7K/8 b - - 0 69,803,f4e2
8/7k/7P/1PP2PP1/3P1n2/P7/7K/8 w - - 1 70,917,b5b6
8/7k/1P5P/2P2PP1/3P1n2/P7/7K/8 b - - 0 70,782,f4g6
B7/8/1p1p4/P3k1p1/2K3P1/2P2P2/P7/4b3 b - - 0 49,0,b6a5
B7/8/3p4/p3k1p1/2K3P1/2P2P2/P7/4b3 w - - 0 50,0,a8c6
8/8/2Bp4/p3k1p1/2K3P1/2P2P2/P7/4b3 b - - 1 50,0,e5f4
8/8/2Bp4/p5p1/2K2kP1/2P2P2/P7/4b3 w - - 2 51,0,c6b7
8/1B6/3p4/p5p1/2K2kP1/2P2P2/P7/4b3 b - - 3 51,0,f4e5
8/1B6/3p4/p3k1p1/2K3P1/2P2P2/P7/4b3 w - - 4 52,0,b7c6
8/8/2Bp4/p3k1p1/2K3P1/2P2P2/P7/4b3 b - - 5 52,0,e5f4
8/8/2Bp4/p3k1p1/2K3P1/2P2P2/P2b4/8 w - - 6 53,0,c6a8
B7/8/3p4/p3k1p1/2K3P1/2P2P2/P2b4/8 b - - 7 53,0,d2e1
B7/8/3p4/p3k1p1/2K3P1/2P2P2/P7/4b3 w - - 8 54,0,a8b7
8/8/3p4/p3k1p1/2K1B1P1/2P2P2/P7/4b3 b - - 9 54,0,e1d2
8/8/3p4/p3k1p1/2K1B1P1/2P2P2/P2b4/8 w - - 10 55,0,e4b7
8/8/2Bp4/p3k1p1/2K3P1/2P2P2/P2b4/8 b - - 11 55,0,d2e1
8/8/2Bp4/p3k1p1/2K3P1/2P2P2/P7/4b3 w - - 12 56,0,c6e4
8/8/3p4/p3k1p1/2K1B1P1/2P2P2/P7/4b3 b - - 13 56,0,e1d2
8/8/3p4/p3k1p1/2K1B1P1/2P2P2/P2b4/8 w - - 14 57,0,e4b7
8/1B6/3p4/p3k1p1/2K3P1/2P2P2/P2b4/8 b - - 15 57,0,d2e1
8/1B6/3p4/p3k1p1/2K3P1/2P2P2/P7/4b3 w - - 16 58,0,b7a8
B7/8/3p4/p3k1p1/2K3P1/2P2P2/P7/4b3 b - - 17 58,0,e5f4
B7/8/3p4/p5p1/2K2kP1/2P2P2/P7/4b3 w - - 18 59,0,c4d4
B7/8/3p4/p5p1/3K1kP1/2P2P2/P7/4b3 b - - 19 59,0,e1d2
B7/8/3p4/p5p1/3K1kP1/2P2P2/P2b4/8 w - - 20 60,0,a8c6
8/1B6/3p4/p5p1/3K1kP1/2P2P2/P2b4/8 b - - 21 60,0,d2e3
8/1B6/3p4/p5p1/3K1kP1/2P1bP2/P7/8 w - - 22 61,0,d4c4
8/1B6/3p4/p2K2p1/5kP1/2P1bP2/P7/8 b - - 23 61,0,e3d2
8/1B6/3p4/p2K2p1/5kP1/2P2P2/P2b4/8 w - - 24 62,0,d5d4
8/1B6/3p4/p5p1/3K1kP1/2P2P2/P2b4/8 b - - 25 62,0,d2e1
8/1B6/3p4/p5p1/3K1kP1/2P2P2/P7/4b3 w - - 26 63,0,b7c6
B7/8/3p4/p5p1/3K1kP1/2P2P2/P7/4b3 b - - 27 63,0,e1d2
B7/8/3p4/p5p1/3K1kP1/2P2P2/P2b4/8 w - - 28 64,0,a8c6
8/8/2Bp4/p5p1/3K1kP1/2P2P2/P2b4/8 b - - 29 64,0,d2e1
8/8/2Bp4/p5p1/3K1kP1/2P2P2/P7/4b3 w - - 30 65,0,c6e4
8/8/2Bp4/p5p1/2K2kP1/2P2P2/P7/4b3 b - - 31 65,0,e1d2
8/8/2Bp4/p3k1p1/2K3P1/2P2P2/P7/4b3 w - - 32 66,0,a2a4
8/8/2Bp4/p3k1p1/2K3P1/P1P2P2/8/4b3 b - - 0 66,0,e5f4
8/8/2Bp4/p5p1/2K2kP1/P1P2P2/8/4b3 w - - 1 67,0,c4d4
8/8/3p4/p5p1/2K1BkP1/P1P2P2/8/4b3 b - - 2 67,0,f4e5
8/8/3p4/p3k1p1/2K1B1P1/P1P2P2/8/4b3 w - - 3 68,0,a3a4
8/8/2Bp4/p3k1p1/2K3P1/P1P2P2/8/4b3 b - - 4 68,0,e1d2
8/8/2Bp4/p3k1p1/2K3P1/P1P2P2/3b4/8 w - - 5 69,0,a3a4
8/8/2Bp4/p3k1p1/P1K3P1/2P2P2/3b4/8 b - - 0 69,0,d2e1
8/8/2Bp4/p5p1/P1K2kP1/2P2P2/3b4/8 w - - 1 70,0,c4d4
8/8/3p4/p5p1/P1K1BkP1/2P2P2/3b4/8 b - - 2 70,0,f4e5
8/8/3p4/p3k1p1/P1K1B1P1/2P2P2/3b4/8 w - - 3 71,0,e4c6
B7/8/3p4/p3k1p1/P1K3P1/2P2P2/3b4/8 b - - 4 71,0,d2e1
B7/8/3p4/p5p1/P1K2kP1/2P2P2/3b4/8 w - - 5 72,0,a8b7
B7/8/3p4/p5p1/P4kP1/2PK1P2/3b4/8 b - - 6 72,0,d2e1
B7/8/3p4/p5p1/P4kP1/2PK1P2/8/4b3 w - - 7 73,0,a8e4
8/1B6/3p4/p5p1/P4kP1/2PK1P2/8/4b3 b - - 8 73,0,f4e5
8/1B6/3p4/p3k1p1/P5P1/2PK1P2/8/4b3 w - - 9 74,0,d3c4
8/1B6/3p4/p3k1p1/P1K3P1/2P2P2/8/4b3 b - - 10 74,0,e1d2
8/1B6/3p4/p5p1/P1K2kP1/2P2P2/8/4b3 w - - 11 75,0,b7e4
8/1B6/3p4/p5p1/P2K1kP1/2P2P2/8/4b3 b - - 12 75,0,e1f2
8/1B6/3p4/p5p1/P2K1kP1/2P2P2/5b2/8 w - - 13 76,0,d4d5
8/1B6/3p4/p2K2p1/P4kP1/2P2P2/5b2/8 b - - 14 76,0,f2e1
8/1B6/3p4/p2K2p1/P4kP1/2P2P2/8/4b3 w - - 15 77,0,d5d4
8/1B6/3p4/p5p1/P2K1kP1/2P2P2/8/4b3 b - - 16 77,0,e1d2
8/1B6/3p4/p5p1/P2K1kP1/2P2P2/3b4/8 w - - 17 78,0,b7e4
8/8/3p4/p5p1/P2KBkP1/2P2P2/3b4/8 b - - 18 78,0,d2e3
8/8/3p4/p5p1/P2KBkP1/2P2P2/8/4b3 w - - 19 79,0,e4c6
8/8/2Bp4/p5p1/P2K1kP1/2P2P2/8/4b3 b - - 20 79,0,e1d2
8/8/2Bp4/p5p1/P2K1kP1/2P2P2/3b4/8 w - - 21 80,0,c6a8
8/8/3p4/p5p1/P2KBkP1/2P2P2/3b4/8 b - - 22 80,0,d2e1
8/8/3p4/p5p1/P2KBkP1/2P2P2/8/4b3 w - - 23 81,0,e4a8
8/5k1p/8/5r1p/8/2R5/6PK/8 b - - 0 41,-12,f5a5
8/5k1p/8/r6p/8/2R5/6PK/8 w - - 1 42,-3,c3c6
8/5k1p/2R5/r6p/8/8/6PK/8 b - - 2 42,0,a5a3
8/5k1p/2R5/7p/8/r7/6PK/8 w - - 3 43,0,g2g3
8/5k1p/2R5/7p/8/r5P1/7K/8 b - - 0 43,0,a3a1
8/6kp/2R5/7p/8/r5P1/7K/8 w - - 1 44,0,h2h3
8/6kp/2R5/7p/8/r5P1/6K1/8 b - - 2 44,0,h7h6
8/6kp/2R5/7p/8/6P1/6K1/r7 w - - 3 45,0,g2h3
8/6kp/2R5/7p/8/6PK/8/r7 b - - 4 45,0,h7h6
8/6k1/2R4p/7p/8/6PK/8/r7 w - - 0 46,0,h3g2
8/6k1/2R4p/7p/8/6P1/6K1/r7 b - - 1 46,0,a1a2
8/6k1/2R4p/7p/8/6P1/r5K1/8 w - - 2 47,0,g2f3
8/6k1/2R4p/7p/8/6P1/r7/5K2 b - - 3 47,0,a2a1
8/6k1/2R4p/8/7p/6P1/r7/5K2 w - - 0 48,-7,g3h4
8/6k1/2R4p/8/7P/8/r7/5K2 b - - 0 48,-6,h6h5
8/6k1/2R5/7p/7P/8/r7/5K2 w - - 0 49,0,f1g1
8/6k1/2R5/7p/7P/8/r7/6K1 b - - 1 49,0,a2a4
8/6k1/2R5/7p/r6P/8/8/6K1 w - - 2 50,0,g1g2
8/6k1/2R5/7p/r6P/8/6K1/8 b - - 3 50,0,a4h4
8/6k1/2R5/7p/7r/8/6K1/8 w - - 0 51,-1,c6a6
8/6k1/R7/7p/7r/8/6K1/8 b - - 1 51,-4,h4f4
8/6k1/R7/7p/5r2/8/6K1/8 w - - 2 52,0,g2g3
8/6k1/R7/7p/5r2/7K/8/8 b - - 3 52,0,f4c4
8/6k1/R7/7p/2r5/7K/8/8 w - - 4 53,0,a6a7
8/6k1/R7/7p/2r5/6K1/8/8 b - - 5 53,-2,c4b4
8/6k1/R7/7p/6r1/6K1/8/8 w - - 6 54,0,g3h3
8/6k1/R7/7p/6r1/7K/8/8 b - - 7 54,-1,g4f4
8/5k2/R7/7p/6r1/7K/8/8 w - - 8 55,0,h3h2
8/5k2/R7/7p/6r1/8/7K/8 b - - 9 55,0,g4g6
8/5k2/R5r1/7p/8/8/7K/8 w - - 10 56,0,a6a5
8/5k2/6r1/R6p/8/8/7K/8 b - - 11 56,-6,f7g7
8/6k1/6r1/R6p/8/8/7K/8 w - - 12 57,0,h2h3
8/6k1/6r1/7p/R7/8/7K/8 b - - 13 57,0,g7f6
8/8/6rk/7p/R7/8/7K/8 w - - 14 58,0,a4a5
8/8/6rk/7p/R7/7K/8/8 b - - 15 58,0,g6f6
8/8/5r1k/7p/R7/7K/8/8 w - - 16 59,0,h3h4
8/8/5r1k/7p/R6K/8/8/8 b - - 17 59,0,f6c6
8/8/6rk/7p/R6K/8/8/8 w - - 18 60,0,h4h3
8/8/6rk/7p/R7/7K/8/8 b - - 19 60,0,g6f6
8/8/5r1k/7p/R7/7K/8/8 w - - 20 61,0,a4a5
8/8/5r1k/7p/R6K/8/8/8 b - - 21 61,0,f6b6
8/8/1r5k/7p/R6K/8/8/8 w - - 22 62,0,a4a1
8/8/1r5k/7p/R7/6K1/8/8 b - - 23 62,0,h6g6
8/8/1r6/6kp/R7/6K1/8/8 w - - 24 63,0,a4a5
8/8/1r6/R5kp/8/6K1/8/8 b - - 25 63,0,g5g6
8/8/1r5k/R6p/8/6K1/8/8 w - - 26 64,0,a5a4
8/8/1r5k/R6p/8/7K/8/8 b - - 27 64,0,b6b3
8/8/7k/R6p/1r6/7K/8/8 w - - 28 65,0,a5a6
8/8/R6k/7p/1r6/7K/8/8 b - - 29 65,0,h6g5
8/8/R7/6kp/1r6/7K/8/8 w - - 30 66,0,a6a5
8/8/8/R5kp/1r6/7K/8/8 b - - 31 66,0,g5f6
8/8/5k2/R6p/1r6/7K/8/8 w - - 32 67,0,a5a1
8/8/R4k2/7p/1r6/7K/8/8 b - - 33 67,0,f6f5
8/8/R7/4k2p/1r6/7K/8/8 w - - 34 68,0,a6a5
8/8/8/R3k2p/1r6/7K/8/8 b - - 35 68,0,e5f6
8/8/4k3/R6p/1r6/7K/8/8 w - - 36 69,0,a5a1
8/8/R3k3/7p/1r6/7K/8/8 b - - 37 69,0,e6f5
8/8/R7/5k1p/1r6/7K/8/8 w - - 38 70,0,a6a5
R7/8/8/5k1p/1r6/7K/8/8 b - - 39 70,0,f5g5
R7/8/8/6kp/1r6/7K/8/8 w - - 40 71,0,a8a5
8/8/8/R5kp/1r6/7K/8/8 b - - 41 71,0,g5f6
8/8/6k1/R6p/1r6/7K/8/8 w - - 42 72,0,a5a6
R7/8/6k1/7p/1r6/7K/8/8 b - - 43 72,0,b4f4
R7/8/6k1/7p/5r2/7K/8/8 w - - 44 73,0,a8g8
6R1/8/6k1/7p/5r2/7K/8/8 b - - 45 73,0,g6f7
6R1/5k2/8/7p/5r2/7K/8/8 w - - 46 74,0,g8a8
R7/5k2/8/7p/5r2/7K/8/8 b - - 47 74,0,f7g6
R7/8/6k1/7p/5r2/7K/8/8 w - - 48 75,0,a8a6
8/8/R5k1/7p/5r2/7K/8/8 b - - 49 75,0,g6g5
