FEN,Evaluation,BestMove
r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/3P1N2/PPP2PPP/RNBQK2R b KQkq - 0 4,12,d2d3
r1bqk2r/pppp1ppp/2n2n2/1Bb1p3/4P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 1 5,19,f8c5
r1bqk2r/pppp1ppp/2n2n2/1Bb1p3/4P3/2PP1N2/PP3PPP/RNBQK2R b KQkq - 0 5,14,c2c3
r1bq1rk1/pppp1ppp/2n2n2/1Bb1p3/4P3/2PP1N2/PP3PPP/RNBQK2R w KQ - 1 6,15,e8g8
r1bq1rk1/pppp1ppp/2n2n2/1Bb1p3/4P3/2PP1N2/PP3PPP/RNBQ1RK1 b - - 2 6,13,e1g1
r1bq1rk1/ppp2ppp/2n2n2/1Bbpp3/4P3/2PP1N2/PP3PPP/RNBQ1RK1 w - - 0 7,14,d7d5
r1bq1rk1/ppp2ppp/2n2n2/1Bbpp3/4P3/2PP1N2/PP1N1PPP/R1BQ1RK1 b - - 1 7,8,b1d2
r1bq1rk1/ppp2ppp/2n2n2/1Bb1p3/4p3/2PP1N2/PP1N1PPP/R1BQ1RK1 w - - 0 8,12,d5e4
r1bq1rk1/ppp2ppp/2n2n2/1Bb1p3/4P3/2P2N2/PP1N1PPP/R1BQ1RK1 b - - 0 8,9,d3e4
r1b2rk1/ppp1qppp/2n2n2/1Bb1p3/4P3/2P2N2/PP1N1PPP/R1BQ1RK1 w - - 1 9,11,d8e7
r1b2rk1/ppp1qppp/2n2n2/1Bb1p3/1P2P3/2P2N2/P2N1PPP/R1BQ1RK1 b - - 0 9,13,b2b4
r1b2rk1/ppp1qppp/1bn2n2/1B2p3/1P2P3/2P2N2/P2N1PPP/R1BQ1RK1 w - - 1 10,16,c5b6
r1b2rk1/ppp1qppp/1bn2n2/4p3/1P2P3/2P2N2/P2NBPPP/R1BQ1RK1 b - - 2 10,4,b5e2
r1b2rk1/1pp1qppp/1bn2n2/p3p3/1P2P3/2P2N2/P2NBPPP/R1BQ1RK1 w - - 0 11,18,a7a5
r1b2rk1/1pp1qppp/1bn2n2/pP2p3/4P3/2P2N2/P2NBPPP/R1BQ1RK1 b - - 0 11,12,b4b5
rnb2rk1/1pp1qppp/1b3n2/pP2p3/4P3/2P2N2/P2NBPPP/R1BQ1RK1 w - - 1 12,22,c6b8
rnb2rk1/1pp1qppp/1b3n2/pP2p3/2N1P3/2P2N2/P3BPPP/R1BQ1RK1 b - - 2 12,23,d2c4
r1b2rk1/1ppnqppp/1b3n2/pP2p3/2N1P3/2P2N2/P3BPPP/R1BQ1RK1 w - - 3 13,24,b8d7
r1b2rk1/1ppnqppp/1N3n2/pP2p3/4P3/2P2N2/P3BPPP/R1BQ1RK1 b - - 0 13,21,c4b6
r1b2rk1/1p1nqppp/1p3n2/pP2p3/4P3/2P2N2/P3BPPP/R1BQ1RK1 w - - 0 14,26,c7b6
r1b2rk1/1p1nqppp/1p3n2/pP2p3/4P3/2P5/P2NBPPP/R1BQ1RK1 b - - 1 14,22,f3d2
r1b2rk1/1p2qppp/1p3n2/pPn1p3/4P3/2P5/P2NBPPP/R1BQ1RK1 w - - 2 15,26,d7c5
r1b2rk1/1p2qppp/1p3n2/pPn1p3/4P3/2P5/P1QNBPPP/R1B2RK1 b - - 3 15,19,d1c2
r4rk1/1p2qppp/1p2bn2/pPn1p3/4P3/2P5/P1QNBPPP/R1B2RK1 w - - 4 16,26,c8e6
r4rk1/1p2qppp/1p2bn2/pPn1p3/4P3/2P5/PBQNBPPP/R4RK1 b - - 5 16,27,c1b2
r2r2k1/1p2qppp/1p2bn2/pPn1p3/4P3/2P5/PBQNBPPP/R4RK1 w - - 6 17,18,f8d8
r2r2k1/1p2qppp/1p2bn2/pPn1p3/2P1P3/8/PBQNBPPP/R4RK1 b - - 0 17,5,c3c4
r5k1/1p1rqppp/1p2bn2/pPn1p3/2P1P3/8/PBQNBPPP/R4RK1 w - - 1 18,1,d8d7
r5k1/1p1rqppp/1p2bn2/pPn1p3/2P1P3/8/PBQNBPPP/R3R1K1 b - - 2 18,-12,f1e1
3r2k1/1p1rqppp/1p2bn2/pPn1p3/2P1P3/8/PBQNBPPP/R3R1K1 w - - 3 19,-23,a8d8
3r2k1/1p1rqppp/1p2bn2/pPn1p3/2P1P3/8/PBQNBPPP/3RR1K1 b - - 4 19,-69,a1d1
3r2k1/1p1rqppp/1p2bn2/pP2p3/2P1P3/3n4/PBQNBPPP/3RR1K1 w - - 5 20,-57,c5d3
3r2k1/1p1rqppp/1p2bn2/pP2p3/2P1P3/3B4/PBQN1PPP/3RR1K1 b - - 0 20,-66,e2d3
3r2k1/1p2qppp/1p2bn2/pP2p3/2P1P3/3r4/PBQN1PPP/3RR1K1 w - - 0 21,-56,d7d3
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,19,d2d4
rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,24,g8f6
rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,23,c2c4
rnbqkb1r/pppp1ppp/4pn2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,30,e7e6
rnbqkb1r/pppp1ppp/4pn2/8/2PP4/6P1/PP2PP1P/RNBQKBNR b KQkq - 0 3,24,g2g3
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/6P1/PP2PP1P/RNBQKBNR w KQkq - 0 4,27,d7d5
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/5NP1/PP2PP1P/RNBQKB1R b KQkq - 1 4,22,g1f3
rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQkq - 2 5,21,f8e7
rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/5NP1/PP2PPBP/RNBQK2R b KQkq - 3 5,19,f1g2
rnbq1rk1/ppp1bppp/4pn2/3p4/2PP4/5NP1/PP2PPBP/RNBQK2R w KQ - 4 6,19,e8g8
rnbq1rk1/ppp1bppp/4pn2/3p4/2PP4/5NP1/PP2PPBP/RNBQ1RK1 b - - 5 6,17,e1g1
rnbq1rk1/ppp1bppp/4pn2/8/2pP4/5NP1/PP2PPBP/RNBQ1RK1 w - - 0 7,17,d5c4
rnbq1rk1/ppp1bppp/4pn2/8/2pP4/5NP1/PPQ1PPBP/RNB2RK1 b - - 1 7,13,d1c2
rnbq1rk1/p1p1bppp/4pn2/1p6/2pP4/5NP1/PPQ1PPBP/RNB2RK1 w - - 0 8,34,b7b5
rnbq1rk1/p1p1bppp/4pn2/1p6/P1pP4/5NP1/1PQ1PPBP/RNB2RK1 b - - 0 8,32,a2a4
rnbq1rk1/p1p1bppp/4pn2/8/PppP4/5NP1/1PQ1PPBP/RNB2RK1 w - - 0 9,43,b5b4
rnbq1rk1/p1p1bppp/4pn2/8/PppP4/6P1/1PQNPPBP/RNB2RK1 b - - 1 9,49,f3d2
rnbq1rk1/p3bppp/2p1pn2/8/PppP4/6P1/1PQNPPBP/RNB2RK1 w - - 0 10,54,c7c6
rnbq1rk1/p3bppp/2p1pn2/8/PpNP4/6P1/1PQ1PPBP/RNB2RK1 b - - 0 10,51,d2c4
rnb2rk1/p3bppp/2p1pn2/8/PpNq4/6P1/1PQ1PPBP/RNB2RK1 w - - 0 11,55,d8d4
rnb2rk1/p3bppp/2p1pn2/8/PpNq4/6P1/1PQ1PPBP/RNBR2K1 b - - 1 11,43,f1d1
rnb2rk1/p3bppp/2p1pn2/2q5/PpN5/6P1/1PQ1PPBP/RNBR2K1 w - - 2 12,45,d4c5
rnb2rk1/p3bppp/2p1pn2/2q5/PpN5/4B1P1/1PQ1PPBP/RN1R2K1 b - - 3 12,42,c1e3
rnb2rk1/p3bppp/2p1pn2/7q/PpN5/4B1P1/1PQ1PPBP/RN1R2K1 w - - 4 13,40,c5h5
rnb2rk1/p3bppp/2p1pn2/7q/PpN5/4B1P1/1PQNPPBP/R2R2K1 b - - 5 13,42,b1d2
rnb2rk1/p3bppp/2p1p3/7q/PpN3n1/4B1P1/1PQNPPBP/R2R2K1 w - - 6 14,40,f6g4
rnb2rk1/p3bppp/2p1p3/7q/PpN3n1/4B1P1/1PQ1PPBP/R2R1NK1 b - - 7 14,38,d2f1
rnb2rk1/p3bppp/2p1p3/7q/PpN5/4n1P1/1PQ1PPBP/R2R1NK1 w - - 0 15,37,g4e3
rnb2rk1/p3bppp/2p1p3/7q/PpN5/4N1P1/1PQ1PPBP/R2R2K1 b - - 0 15,33,f1e3
rnb2rk1/4bppp/2p1p3/p6q/PpN5/4N1P1/1PQ1PPBP/R2R2K1 w - - 0 16,40,a7a5
rnb2rk1/4bppp/2p1p3/p6q/PpN5/4NBP1/1PQ1PP1P/R2R2K1 b - - 1 16,39,g2f3
rnb2rk1/4bppp/2p1p3/p1q5/PpN5/4NBP1/1PQ1PP1P/R2R2K1 w - - 2 17,50,h5c5
rnb2rk1/4bppp/2p1p3/p1q5/PpN5/4NBP1/1PQ1PP1P/2RR2K1 b - - 3 17,47,a1c1
1nb2rk1/r3bppp/2p1p3/p1q5/PpN5/4NBP1/1PQ1PP1P/2RR2K1 w - - 4 18,41,a8a7
1nb2rk1/r3bppp/2p1p3/p1q5/PpN1Q3/4NBP1/1P2PP1P/2RR2K1 b - - 5 18,12,c2e4
1nb2rk1/3rbppp/2p1p3/p1q5/PpN1Q3/4NBP1/1P2PP1P/2RR2K1 w - - 6 19,31,a7d7
1nb2rk1/3rbppp/2p1p3/p1q5/PpN2Q2/4NBP1/1P2PP1P/2RR2K1 b - - 7 19,25,e4f4
1nb2rk1/q2rbppp/2p1p3/p7/PpN2Q2/4NBP1/1P2PP1P/2RR2K1 w - - 8 20,33,c5a7
1nb2rk1/q2rbppp/2p1p3/p7/PpN2Q2/1P2NBP1/4PP1P/2RR2K1 b - - 0 20,10,b2b3
1nb2rk1/q2rbppp/4p3/p1p5/PpN2Q2/1P2NBP1/4PP1P/2RR2K1 w - - 0 21,32,c6c5
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,24,d2d4
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,27,d7d5
rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,24,c2c4
rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,25,e7e6
rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,22,g1f3
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 2 4,25,g8f6
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 3 4,24,b1c3
rnbqk2r/ppp2ppp/4pn2/3p4/1bPP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 4 5,22,f8b4
rnbqk2r/ppp2ppp/4pn2/3P4/1b1P4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 0 5,22,c4d5
rnbqk2r/ppp2ppp/5n2/3p4/1b1P4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 6,25,e6d5
rnbqk2r/ppp2ppp/5n2/3p2B1/1b1P4/2N2N2/PP2PPPP/R2QKB1R b KQkq - 1 6,20,c1g5
r1bqk2r/pppn1ppp/5n2/3p2B1/1b1P4/2N2N2/PP2PPPP/R2QKB1R w KQkq - 2 7,22,b8d7
r1bqk2r/pppn1ppp/5n2/3p2B1/1b1P4/2N2N2/PP2PPPP/2RQKB1R b Kkq - 3 7,19,a1c1
r1bqk2r/pppn1pp1/5n1p/3p2B1/1b1P4/2N2N2/PP2PPPP/2RQKB1R w Kkq - 0 8,22,h7h6
r1bqk2r/pppn1pp1/5B1p/3p4/1b1P4/2N2N2/PP2PPPP/2RQKB1R b Kkq - 0 8,20,g5f6
r1bqk2r/pppn1pp1/5B1p/3p4/3P4/2b2N2/PP2PPPP/2RQKB1R w Kkq - 0 9,22,b4c3
r1bqk2r/pppn1pp1/5B1p/3p4/3P4/2P2N2/P3PPPP/2RQKB1R b Kkq - 0 9,13,b2c3
r1bqk2r/ppp2pp1/5n1p/3p4/3P4/2P2N2/P3PPPP/2RQKB1R w Kkq - 0 10,18,d7f6
r1bqk2r/ppp2pp1/5n1p/3p4/3P4/2P1PN2/P4PPP/2RQKB1R b Kkq - 0 10,14,e2e3
r1bq1rk1/ppp2pp1/5n1p/3p4/3P4/2P1PN2/P4PPP/2RQKB1R w K - 1 11,16,e8g8
r1bq1rk1/ppp2pp1/5n1p/3p4/3P4/2P1PN2/P3BPPP/2RQK2R b K - 2 11,12,f1e2
r2q1rk1/ppp2pp1/5n1p/3p4/3P2b1/2P1PN2/P3BPPP/2RQK2R w K - 3 12,9,c8g4
r2q1rk1/ppp2pp1/5n1p/3p4/2PP2b1/4PN2/P3BPPP/2RQK2R b K - 0 12,5,c3c4
r2q1rk1/pp3pp1/5n1p/2pp4/2PP2b1/4PN2/P3BPPP/2RQK2R w K - 0 13,3,c7c5
r2q1rk1/pp3pp1/5n1p/2Pp4/2P3b1/4PN2/P3BPPP/2RQK2R b K - 0 13,-2,d4c5
r4rk1/pp3pp1/5n1p/q1Pp4/2P3b1/4PN2/P3BPPP/2RQK2R w K - 1 14,6,d8a5
r4rk1/pp3pp1/5n1p/q1Pp4/2P3b1/4PN2/P2QBPPP/2R1K2R b K - 2 14,7,d1d2
r4rk1/pp3pp1/5n1p/2qp4/2P3b1/4PN2/P2QBPPP/2R1K2R w K - 0 15,11,a5c5
r4rk1/pp3pp1/5n1p/2qP4/6b1/4PN2/P2QBPPP/2R1K2R b K - 0 15,5,c4d5
r4rk1/pp3pp1/5n1p/3q4/6b1/4PN2/P2QBPPP/2R1K2R w K - 0 16,15,c5d5
r4rk1/pp3pp1/5n1p/3Q4/6b1/4PN2/P3BPPP/2R1K2R b K - 0 16,8,d2d5
r4rk1/pp3pp1/7p/3n4/6b1/4PN2/P3BPPP/2R1K2R w K - 0 17,12,f6d5
r4rk1/pp3pp1/7p/3n4/3N2b1/4P3/P3BPPP/2R1K2R b K - 1 17,5,f3d4
r4rk1/pp3pp1/7p/3n4/3N4/4P3/P3bPPP/2R1K2R w K - 0 18,12,g4e2
r4rk1/pp3pp1/7p/3n4/3N4/4P3/P3KPPP/2R4R b - - 0 18,4,e1e2
r1r3k1/pp3pp1/7p/3n4/3N4/4P3/P3KPPP/2R4R w - - 1 19,2,f8c8
r1r3k1/pp3pp1/7p/3n4/3N4/4PK2/P4PPP/2R4R b - - 2 19,9,e2f3
r1r3k1/1p3pp1/p6p/3n4/3N4/4PK2/P4PPP/2R4R w - - 0 20,8,a7a6
r1r3k1/1p3pp1/p6p/3n1N2/8/4PK2/P4PPP/2R4R b - - 1 20,13,d4f5
r1r3k1/5pp1/p6p/1p1n1N2/8/4PK2/P4PPP/2R4R w - - 0 21,18,b7b5
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,26,d2d4
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,21,d7d5
rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,22,c2c4
rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,22,e7e6
rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,24,b1c3
rnbqk1nr/ppp2ppp/4p3/3p4/1bPP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 2 4,22,f8b4
rnbqk1nr/ppp2ppp/4p3/3P4/1b1P4/2N5/PP2PPPP/R1BQKBNR b KQkq - 0 4,25,c4d5
rnbqk1nr/ppp2ppp/8/3p4/1b1P4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 5,27,e6d5
rnbqk1nr/ppp2ppp/8/3p4/1b1P4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 1 5,24,g1f3
rnbqk2r/ppp2ppp/5n2/3p4/1b1P4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 2 6,23,g8f6
rnbqk2r/ppp2ppp/5n2/3p2B1/1b1P4/2N2N2/PP2PPPP/R2QKB1R b KQkq - 3 6,16,c1g5
rnbqk2r/ppp2pp1/5n1p/3p2B1/1b1P4/2N2N2/PP2PPPP/R2QKB1R w KQkq - 0 7,20,h7h6
rnbqk2r/ppp2pp1/5n1p/3p4/1b1P3B/2N2N2/PP2PPPP/R2QKB1R b KQkq - 1 7,20,g5h4
rnbqk2r/ppp2p2/5n1p/3p2p1/1b1P3B/2N2N2/PP2PPPP/R2QKB1R w KQkq - 0 8,21,g7g5
rnbqk2r/ppp2p2/5n1p/3p2p1/1b1P4/2N2NB1/PP2PPPP/R2QKB1R b KQkq - 1 8,10,h4g3
rnbqk2r/ppp2p2/7p/3p2p1/1b1Pn3/2N2NB1/PP2PPPP/R2QKB1R w KQkq - 2 9,11,f6e4
rnbqk2r/ppp2p2/7p/3p2p1/1b1Pn3/2N3B1/PP1NPPPP/R2QKB1R b KQkq - 3 9,8,f3d2
rnbqk2r/ppp2p2/7p/3p2p1/1b1P4/2n3B1/PP1NPPPP/R2QKB1R w KQkq - 0 10,3,e4c3
rnbqk2r/ppp2p2/7p/3p2p1/1b1P4/2P3B1/P2NPPPP/R2QKB1R b KQkq - 0 10,-2,b2c3
rnbqk2r/ppp2p2/7p/3p2p1/3P4/2b3B1/P2NPPPP/R2QKB1R w KQkq - 0 11,8,b4c3
rnbqk2r/ppp2p2/7p/3p2p1/3P4/2b3B1/P2NPPPP/2RQKB1R b Kkq - 1 11,3,a1c1
rnbqk2r/ppp2p2/7p/3p2p1/3P4/6B1/Pb1NPPPP/2RQKB1R w Kkq - 2 12,3,c3b2
rnbqk2r/ppR2p2/7p/3p2p1/3P4/6B1/Pb1NPPPP/3QKB1R b Kkq - 0 12,2,c1c7
r1bqk2r/ppR2p2/n6p/3p2p1/3P4/6B1/Pb1NPPPP/3QKB1R w Kkq - 1 13,9,b8a6
r1bqk2r/pp3p2/n6p/3p2p1/3P4/6B1/PbRNPPPP/3QKB1R b Kkq - 2 13,9,c7c2
r1bqk2r/pp3p2/n6p/3p2p1/3b4/6B1/P1RNPPPP/3QKB1R w Kkq - 0 14,5,b2d4
r1bqk2r/pp3p2/n6p/3p2p1/3b4/4P1B1/P1RN1PPP/3QKB1R b Kkq - 0 14,1,e2e3
r1bqk2r/pp3pb1/n6p/3p2p1/8/4P1B1/P1RN1PPP/3QKB1R w Kkq - 1 15,5,d4g7
r1bqk2r/pp3pb1/B6p/3p2p1/8/4P1B1/P1RN1PPP/3QK2R b Kkq - 0 15,3,f1a6
r1bqk2r/p4pb1/p6p/3p2p1/8/4P1B1/P1RN1PPP/3QK2R w Kkq - 0 16,10,b7a6
r1bqk2r/p4pb1/p6p/3p2p1/8/1N2P1B1/P1R2PPP/3QK2R b Kkq - 1 16,6,d2b3
r1bq1rk1/p4pb1/p6p/3p2p1/8/1N2P1B1/P1R2PPP/3QK2R w K - 2 17,7,e8g8
r1bq1rk1/p4pb1/p6p/3p2p1/8/1N2P1B1/P1R2PPP/3Q1RK1 b - - 3 17,9,e1g1
r1b2rk1/p4pb1/pq5p/3p2p1/8/1N2P1B1/P1R2PPP/3Q1RK1 w - - 4 18,14,d8b6
r1b2rk1/p1B2pb1/pq5p/3p2p1/8/1N2P3/P1R2PPP/3Q1RK1 b - - 5 18,14,g3c7
r1b2rk1/p1B2pb1/p6p/3p2p1/1q6/1N2P3/P1R2PPP/3Q1RK1 w - - 6 19,16,b6b4
r1b2rk1/p1B2pb1/p6p/3p2p1/1q6/1N2P2P/P1R2PP1/3Q1RK1 b - - 0 19,6,h2h3
r4rk1/p1B2pb1/p6p/3p1bp1/1q6/1N2P2P/P1R2PP1/3Q1RK1 w - - 1 20,6,c8f5
r4rk1/p1B2pb1/p6p/2Rp1bp1/1q6/1N2P2P/P4PP1/3Q1RK1 b - - 2 20,2,c2c5
r4rk1/p1B2pb1/p3b2p/2Rp2p1/1q6/1N2P2P/P4PP1/3Q1RK1 w - - 3 21,35,f5e6
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,22,d2d4
rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,25,g8f6
rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,19,c2c4
rnbqkb1r/pppp1ppp/4pn2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,21,e7e6
rnbqkb1r/pppp1ppp/4pn2/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,18,g1f3
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,19,d7d5
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/5NP1/PP2PP1P/RNBQKB1R b KQkq - 0 4,16,g2g3
rnbqkb1r/ppp2ppp/4pn2/8/2pP4/5NP1/PP2PP1P/RNBQKB1R w KQkq - 0 5,25,d5c4
rnbqkb1r/ppp2ppp/4pn2/8/2pP4/5NP1/PP2PPBP/RNBQK2R b KQkq - 1 5,26,f1g2
rnbqk2r/ppp1bppp/4pn2/8/2pP4/5NP1/PP2PPBP/RNBQK2R w KQkq - 2 6,28,f8e7
rnbqk2r/ppp1bppp/4pn2/8/Q1pP4/5NP1/PP2PPBP/RNB1K2R b KQkq - 3 6,28,d1a4
rn1qk2r/pppbbppp/4pn2/8/Q1pP4/5NP1/PP2PPBP/RNB1K2R w KQkq - 4 7,43,c8d7
rn1qk2r/pppbbppp/4pn2/8/2QP4/5NP1/PP2PPBP/RNB1K2R b KQkq - 0 7,46,a4c4
rn1qk2r/ppp1bppp/2b1pn2/8/2QP4/5NP1/PP2PPBP/RNB1K2R w KQkq - 1 8,50,d7c6
rn1qk2r/ppp1bppp/2b1pn2/8/2QP4/5NP1/PP2PPBP/RNB2RK1 b kq - 2 8,51,e1g1
rn1qk2r/1pp1bppp/p1b1pn2/8/2QP4/5NP1/PP2PPBP/RNB2RK1 w kq - 0 9,48,a7a6
rn1qk2r/1pp1bppp/p1b1pn2/8/3P4/5NP1/PPQ1PPBP/RNB2RK1 b kq - 1 9,54,c4c2
rn1qk2r/1pp1bppp/p3pn2/8/3Pb3/5NP1/PPQ1PPBP/RNB2RK1 w kq - 2 10,51,c6e4
rn1qk2r/1pp1bppp/p3pn2/8/3Pb3/5NP1/PP2PPBP/RNBQ1RK1 b kq - 3 10,43,c2d1
rn1qk2r/1p2bppp/p3pn2/2p5/3Pb3/5NP1/PP2PPBP/RNBQ1RK1 w kq - 0 11,46,c7c5
rn1qk2r/1p2bppp/p3pn2/2P5/4b3/5NP1/PP2PPBP/RNBQ1RK1 b kq - 0 11,50,d4c5
rn1qk2r/1p3ppp/p3pn2/2b5/4b3/5NP1/PP2PPBP/RNBQ1RK1 w kq - 0 12,36,e7c5
rn1Qk2r/1p3ppp/p3pn2/2b5/4b3/5NP1/PP2PPBP/RNB2RK1 b kq - 0 12,38,d1d8
rn1k3r/1p3ppp/p3pn2/2b5/4b3/5NP1/PP2PPBP/RNB2RK1 w - - 0 13,55,e8d8
rn1k3r/1p3ppp/p3pn2/2b5/4b3/5NP1/PP1NPPBP/R1B2RK1 b - - 1 13,40,b1d2
rn1k3r/1p3ppp/p3pn2/2bb4/8/5NP1/PP1NPPBP/R1B2RK1 w - - 2 14,43,e4d5
rn1k3r/1p3ppp/p3pn2/2bbN3/8/6P1/PP1NPPBP/R1B2RK1 b - - 3 14,37,f3e5
rn1k3r/1p3ppp/p3pn2/2b1N3/8/6P1/PP1NPPbP/R1B2RK1 w - - 0 15,49,d5g2
rn1k3r/1p3ppp/p3pn2/2b1N3/8/6P1/PP1NPPKP/R1B2R2 b - - 0 15,48,g1g2
rn5r/1p2kppp/p3pn2/2b1N3/8/6P1/PP1NPPKP/R1B2R2 w - - 1 16,55,d8e7
rn5r/1p2kppp/p3pn2/2b5/8/3N2P1/PP1NPPKP/R1B2R2 b - - 2 16,42,e5d3
rn5r/1p2kppp/p3pn2/8/3b4/3N2P1/PP1NPPKP/R1B2R2 w - - 3 17,50,c5d4
rn5r/1p2kppp/p3pn2/8/3b4/1N1N2P1/PP2PPKP/R1B2R2 b - - 4 17,36,d2b3
rn5r/1p2kppp/pb2pn2/8/8/1N1N2P1/PP2PPKP/R1B2R2 w - - 5 18,36,d4b6
rn5r/1p2kppp/pb2pn2/8/8/1N1N2P1/PP1BPPKP/R4R2 b - - 6 18,36,c1d2
r6r/1p2kppp/pbn1pn2/8/8/1N1N2P1/PP1BPPKP/R4R2 w - - 7 19,36,b8c6
r6r/1p2kppp/pbn1pn2/2N5/8/3N2P1/PP1BPPKP/R4R2 b - - 8 19,34,b3c5
r6r/1p2kppp/p1n1pn2/2b5/8/3N2P1/PP1BPPKP/R4R2 w - - 0 20,29,b6c5
r6r/1p2kppp/p1n1pn2/2N5/8/6P1/PP1BPPKP/R4R2 b - - 0 20,29,d3c5
r2r4/1p2kppp/p1n1pn2/2N5/8/6P1/PP1BPPKP/R4R2 w - - 1 21,31,h8d8
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,14,e2e4
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,23,e7e5
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,18,g1f3
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,14,b8c6
r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,14,f1b5
r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,15,g8f6
r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/3P1N2/PPP2PPP/RNBQK2R b KQkq - 0 4,11,d2d3
r1bqk2r/pppp1ppp/2n2n2/1Bb1p3/4P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 1 5,16,f8c5
r1bqk2r/pppp1ppp/2n2n2/1Bb1p3/4P3/2PP1N2/PP3PPP/RNBQK2R b KQkq - 0 5,14,c2c3
r1bq1rk1/pppp1ppp/2n2n2/1Bb1p3/4P3/2PP1N2/PP3PPP/RNBQK2R w KQ - 1 6,14,e8g8
r1bq1rk1/pppp1ppp/2n2n2/1Bb1p3/4P3/2PP1N2/PP3PPP/RNBQ1RK1 b - - 2 6,13,e1g1
r1bq1rk1/ppp2ppp/2n2n2/1Bbpp3/4P3/2PP1N2/PP3PPP/RNBQ1RK1 w - - 0 7,14,d7d5
r1bq1rk1/ppp2ppp/2n2n2/1BbPp3/8/2PP1N2/PP3PPP/RNBQ1RK1 b - - 0 7,12,e4d5
r1b2rk1/ppp2ppp/2n2n2/1Bbqp3/8/2PP1N2/PP3PPP/RNBQ1RK1 w - - 0 8,9,d8d5
