FEN,Evaluation,BestMove
r1b4r/pp2kp1p/3n1p2/4p3/2q4Q/2P2NP1/P3PPBP/2R2RK1 w - - 7 18,6,c5c4
r1b4r/pp2kp1p/3n1p1Q/4p3/2q5/2P2NP1/P3PPBP/2R2RK1 b - - 8 18,5,h4h6
r6r/pp2kp1p/3nbp1Q/4p3/2q5/2P2NP1/P3PPBP/2R2RK1 w - - 9 19,19,c8e6
r6r/pp2kp1p/3nbp1Q/4p3/2q5/2P3P1/P2NPPBP/2R2RK1 b - - 10 19,6,f3d2
r6r/pp2kp1p/3nbp1Q/4p3/8/2P3P1/P2NqPBP/2R2RK1 w - - 0 20,10,c4e2
r6r/pp2kp1p/3nbp1Q/4p3/8/2P3P1/P2NqPBP/2R1R1K1 b - - 1 20,8,f1e1
r6r/pp2kp1p/3nbp1Q/4p3/8/2Pq2P1/P2N1PBP/2R1R1K1 w - - 2 21,6,e2d3
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,27,d2d4
rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,28,g8f6
rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,26,c2c4
rnbqkb1r/pppp1ppp/4pn2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,27,e7e6
rnbqkb1r/pppp1ppp/4pn2/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,29,g1f3
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,28,d7d5
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 1 4,30,b1c3
rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 2 5,26,f8e7
rnbqk2r/ppp1bppp/4pn2/3p4/2PP1B2/2N2N2/PP2PPPP/R2QKB1R b KQkq - 3 5,30,c1f4
rnbq1rk1/ppp1bppp/4pn2/3p4/2PP1B2/2N2N2/PP2PPPP/R2QKB1R w KQ - 4 6,33,e8g8
rnbq1rk1/ppp1bppp/4pn2/3p4/2PP1B2/2N1PN2/PP3PPP/R2QKB1R b KQ - 0 6,27,e2e3
rnbq1rk1/p1p1bppp/1p2pn2/3p4/2PP1B2/2N1PN2/PP3PPP/R2QKB1R w KQ - 0 7,26,b7b6
rnbq1rk1/p1p1bppp/1p2pn2/3p4/2PP1B2/2NBPN2/PP3PPP/R2QK2R b KQ - 1 7,32,f1d3
rnbq1rk1/p1p1bppp/1p2pn2/8/2pP1B2/2NBPN2/PP3PPP/R2QK2R w KQ - 0 8,31,d5c4
rnbq1rk1/p1p1bppp/1p2pn2/8/2BP1B2/2N1PN2/PP3PPP/R2QK2R b KQ - 0 8,23,d3c4
rn1q1rk1/pbp1bppp/1p2pn2/8/2BP1B2/2N1PN2/PP3PPP/R2QK2R w KQ - 1 9,26,c8b7
rn1q1rk1/pbp1bppp/1p2pn2/8/2BP1B2/2N1PN2/PP3PPP/R2Q1RK1 b - - 2 9,28,e1g1
rn1q1rk1/1bp1bppp/pp2pn2/8/2BP1B2/2N1PN2/PP3PPP/R2Q1RK1 w - - 0 10,36,a7a6
rn1q1rk1/1bp1bppp/pp2pn2/8/2BP1B2/2N1PN2/PP2QPPP/R4RK1 b - - 1 10,35,d1e2
rn1q1rk1/1bp1bppp/p3pn2/1p6/2BP1B2/2N1PN2/PP2QPPP/R4RK1 w - - 0 11,31,b6b5
rn1q1rk1/1bp1bppp/p3pn2/1p6/3P1B2/2NBPN2/PP2QPPP/R4RK1 b - - 1 11,29,c4d3
r2q1rk1/1bpnbppp/p3pn2/1p6/3P1B2/2NBPN2/PP2QPPP/R4RK1 w - - 2 12,28,b8d7
r2q1rk1/1bpnbppp/p3pn2/1p6/3P1B2/2NBPN2/PP2QPPP/R2R2K1 b - - 3 12,29,f1d1
r2q1rk1/1b1nbppp/p3pn2/1pp5/3P1B2/2NBPN2/PP2QPPP/R2R2K1 w - - 0 13,47,c7c5
r2q1rk1/1b1nbppp/p3pn2/1pP5/5B2/2NBPN2/PP2QPPP/R2R2K1 b - - 0 13,47,d4c5
r2q1rk1/1b1nbppp/p3pn2/2P5/1p3B2/2NBPN2/PP2QPPP/R2R2K1 w - - 0 14,46,b5b4
r2q1rk1/1b1nbppp/p3pn2/2P5/Np3B2/3BPN2/PP2QPPP/R2R2K1 b - - 1 14,51,c3a4
r4rk1/1b1nbppp/p3pn2/q1P5/Np3B2/3BPN2/PP2QPPP/R2R2K1 w - - 2 15,52,d8a5
r4rk1/1b1nbppp/p3pn2/q1P5/Np3B2/1P1BPN2/P3QPPP/R2R2K1 b - - 0 15,37,b2b3
r4rk1/1b2bppp/p3pn2/q1n5/Np3B2/1P1BPN2/P3QPPP/R2R2K1 w - - 0 16,47,d7c5
r4rk1/1b2bppp/p3pn2/q1N5/1p3B2/1P1BPN2/P3QPPP/R2R2K1 b - - 0 16,38,a4c5
r4rk1/1b2bppp/p3pn2/2q5/1p3B2/1P1BPN2/P3QPPP/R2R2K1 w - - 0 17,41,a5c5
r4rk1/1b2bppp/p3pn2/2q5/1p3B2/1P1BPN2/P3QPPP/2RR2K1 b - - 1 17,46,a1c1
r4rk1/qb2bppp/p3pn2/8/1p3B2/1P1BPN2/P3QPPP/2RR2K1 w - - 2 18,77,c5a7
r4rk1/qbR1bppp/p3pn2/8/1p3B2/1P1BPN2/P3QPPP/3R2K1 b - - 3 18,65,c1c7
r2b1rk1/qbR2ppp/p3pn2/8/1p3B2/1P1BPN2/P3QPPP/3R2K1 w - - 4 19,63,e7d8
r2b1rk1/qb3ppp/p3pn2/8/1pR2B2/1P1BPN2/P3QPPP/3R2K1 b - - 5 19,64,c7c4
r4rk1/qb2bppp/p3pn2/8/1pR2B2/1P1BPN2/P3QPPP/3R2K1 w - - 6 20,68,d8e7
r4rk1/qb2bppp/p3pn2/4B3/1pR5/1P1BPN2/P3QPPP/3R2K1 b - - 7 20,65,f4e5
r1r3k1/qb2bppp/p3pn2/4B3/1pR5/1P1BPN2/P3QPPP/3R2K1 w - - 8 21,61,f8c8
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,24,d2d4
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,28,d7d5
rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,29,c2c4
rnbqkbnr/pp2pppp/2p5/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,33,c7c6
rnbqkbnr/pp2pppp/2p5/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,32,g1f3
rnbqkb1r/pp2pppp/2p2n2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 2 4,36,g8f6
rnbqkb1r/pp2pppp/2p2n2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 3 4,39,b1c3
rnbqkb1r/pp3ppp/2p1pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5,37,e7e6
rnbqkb1r/pp3ppp/2p1pn2/3p4/2PP4/2N1PN2/PP3PPP/R1BQKB1R b KQkq - 0 5,35,e2e3
r1bqkb1r/pp1n1ppp/2p1pn2/3p4/2PP4/2N1PN2/PP3PPP/R1BQKB1R w KQkq - 1 6,30,b8d7
r1bqkb1r/pp1n1ppp/2p1pn2/3p4/2PP4/2N1PN2/PP2BPPP/R1BQK2R b KQkq - 2 6,28,f1e2
r1bqk2r/pp1n1ppp/2pbpn2/3p4/2PP4/2N1PN2/PP2BPPP/R1BQK2R w KQkq - 3 7,25,f8d6
r1bqk2r/pp1n1ppp/2pbpn2/3p4/2PP4/2N1PN2/PP2BPPP/R1BQ1RK1 b kq - 4 7,23,e1g1
r1bq1rk1/pp1n1ppp/2pbpn2/3p4/2PP4/2N1PN2/PP2BPPP/R1BQ1RK1 w - - 5 8,26,e8g8
r1bq1rk1/pp1n1ppp/2pbpn2/3p4/2PP4/1PN1PN2/P3BPPP/R1BQ1RK1 b - - 0 8,22,b2b3
r1bq1rk1/pp1n1ppp/2pb1n2/3pp3/2PP4/1PN1PN2/P3BPPP/R1BQ1RK1 w - - 0 9,22,e6e5
r1bq1rk1/pp1n1ppp/2pb1n2/3pP3/2P5/1PN1PN2/P3BPPP/R1BQ1RK1 b - - 0 9,28,d4e5
r1bq1rk1/pp3ppp/2pb1n2/3pn3/2P5/1PN1PN2/P3BPPP/R1BQ1RK1 w - - 0 10,21,d7e5
r1bq1rk1/pp3ppp/2pb1n2/3Pn3/8/1PN1PN2/P3BPPP/R1BQ1RK1 b - - 0 10,27,c4d5
r1bq1rk1/pp3ppp/2pb1n2/3P4/8/1PN1Pn2/P3BPPP/R1BQ1RK1 w - - 0 11,28,e5f3
r1bq1rk1/pp3ppp/2pb1n2/3P4/8/1PN1PB2/P4PPP/R1BQ1RK1 b - - 0 11,23,e2f3
r1bq1rk1/pp3ppp/2p2n2/3Pb3/8/1PN1PB2/P4PPP/R1BQ1RK1 w - - 1 12,21,d6e5
r1bq1rk1/pp3ppp/2p2n2/3Pb3/8/1PN1PB2/PB3PPP/R2Q1RK1 b - - 2 12,14,c1b2
r1bq1rk1/pp3ppp/2p5/3nb3/8/1PN1PB2/PB3PPP/R2Q1RK1 w - - 0 13,17,f6d5
r1bq1rk1/pp3ppp/2p5/3Bb3/8/1PN1P3/PB3PPP/R2Q1RK1 b - - 0 13,13,f3d5
r1bq1rk1/pp3ppp/8/3pb3/8/1PN1P3/PB3PPP/R2Q1RK1 w - - 0 14,11,c6d5
r1bq1rk1/pp3ppp/8/3pb3/8/1PN1P3/PB3PPP/2RQ1RK1 b - - 1 14,12,a1c1
r2q1rk1/pp3ppp/4b3/3pb3/8/1PN1P3/PB3PPP/2RQ1RK1 w - - 2 15,15,c8e6
r2q1rk1/pp3ppp/4b3/3pb3/8/1PN1P3/PB2QPPP/2R2RK1 b - - 3 15,12,d1e2
r4rk1/pp3ppp/4b3/q2pb3/8/1PN1P3/PB2QPPP/2R2RK1 w - - 4 16,31,d8a5
r4rk1/pp3ppp/4b3/q2pb3/5P2/1PN1P3/PB2Q1PP/2R2RK1 b - - 0 16,44,f2f4
r4rk1/pp3ppp/4bb2/q2p4/5P2/1PN1P3/PB2Q1PP/2R2RK1 w - - 1 17,14,e5f6
r4rk1/pp3ppp/4bb2/q2p1P2/8/1PN1P3/PB2Q1PP/2R2RK1 b - - 0 17,-14,f4f5
r4rk1/pp1b1ppp/5b2/q2p1P2/8/1PN1P3/PB2Q1PP/2R2RK1 w - - 1 18,-5,e6d7
r4rk1/pp1b1ppp/5b2/q2p1P2/8/1PN1P3/PB2Q1PP/2RR2K1 b - - 2 18,-21,f1d1
r4rk1/pp1b1ppp/5b2/q4P2/3p4/1PN1P3/PB2Q1PP/2RR2K1 w - - 0 19,-5,d5d4
r4rk1/pp1b1ppp/5b2/q4P2/3pN3/1P2P3/PB2Q1PP/2RR2K1 b - - 1 19,-14,c3e4
r4rk1/pp1b1ppp/5b2/5q2/3pN3/1P2P3/PB2Q1PP/2RR2K1 w - - 0 20,-8,a5f5
r4rk1/pp1b1ppp/5N2/5q2/3p4/1P2P3/PB2Q1PP/2RR2K1 b - - 0 20,-20,e4f6
r4rk1/pp1b1ppp/5q2/8/3p4/1P2P3/PB2Q1PP/2RR2K1 w - - 0 21,-25,f5f6
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,31,d2d4
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,31,d7d5
rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,29,c2c4
rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,25,e7e6
rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,28,g1f3
rnbqk1nr/ppp1bppp/4p3/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 2 4,29,f8e7
rnbqk1nr/ppp1bppp/4p3/3p4/2PP4/5NP1/PP2PP1P/RNBQKB1R b KQkq - 0 4,24,g2g3
rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQkq - 1 5,24,g8f6
rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/5NP1/PP2PPBP/RNBQK2R b KQkq - 2 5,20,f1g2
rnbqk2r/ppp1bppp/4pn2/8/2pP4/5NP1/PP2PPBP/RNBQK2R w KQkq - 0 6,40,d5c4
rnbqk2r/ppp1bppp/4pn2/8/Q1pP4/5NP1/PP2PPBP/RNB1K2R b KQkq - 1 6,37,d1a4
rnbqk2r/pp2bppp/2p1pn2/8/Q1pP4/5NP1/PP2PPBP/RNB1K2R w KQkq - 0 7,35,c7c6
rnbqk2r/pp2bppp/2p1pn2/8/2QP4/5NP1/PP2PPBP/RNB1K2R b KQkq - 0 7,31,a4c4
rnbqk2r/p3bppp/2p1pn2/1p6/2QP4/5NP1/PP2PPBP/RNB1K2R w KQkq - 0 8,34,b7b5
rnbqk2r/p3bppp/2p1pn2/1p6/3P4/5NP1/PPQ1PPBP/RNB1K2R b KQkq - 1 8,35,c4c2
rn1qk2r/pb2bppp/2p1pn2/1p6/3P4/5NP1/PPQ1PPBP/RNB1K2R w KQkq - 2 9,39,c8b7
rn1qk2r/pb2bppp/2p1pn2/1p6/3P4/5NP1/PPQ1PPBP/RNB2RK1 b kq - 3 9,41,e1g1
r2qk2r/pb1nbppp/2p1pn2/1p6/3P4/5NP1/PPQ1PPBP/RNB2RK1 w kq - 4 10,40,b8d7
r2qk2r/pb1nbppp/2p1pn2/1p6/3P4/2N2NP1/PPQ1PPBP/R1B2RK1 b kq - 5 10,33,b1c3
r2q1rk1/pb1nbppp/2p1pn2/1p6/3P4/2N2NP1/PPQ1PPBP/R1B2RK1 w - - 6 11,45,e8g8
r2q1rk1/pb1nbppp/2p1pn2/1p6/3P4/2N2NP1/PPQ1PPBP/R1BR2K1 b - - 7 11,43,f1d1
r4rk1/pb1nbppp/1qp1pn2/1p6/3P4/2N2NP1/PPQ1PPBP/R1BR2K1 w - - 8 12,46,d8b6
r4rk1/pb1nbppp/1qp1pn2/1p6/3PP3/2N2NP1/PPQ2PBP/R1BR2K1 b - - 0 12,51,e2e4
r4rk1/pb1nbppp/1q2pn2/1pp5/3PP3/2N2NP1/PPQ2PBP/R1BR2K1 w - - 0 13,39,c6c5
r4rk1/pb1nbppp/1q2pn2/1pp1P3/3P4/2N2NP1/PPQ2PBP/R1BR2K1 b - - 0 13,32,e4e5
r4rk1/pb1nbppp/1q2p3/1ppnP3/3P4/2N2NP1/PPQ2PBP/R1BR2K1 w - - 1 14,34,f6d5
r4rk1/pb1nbppp/1q2p3/1ppnP1B1/3P4/2N2NP1/PPQ2PBP/R2R2K1 b - - 2 14,29,c1g5
r4rk1/pb1nbppp/1q2p3/1pp1P1B1/1n1P4/2N2NP1/PPQ2PBP/R2R2K1 w - - 3 15,29,d5b4
r4rk1/pb1nbppp/1q2p3/1pp1P1B1/1n1P4/2N2NP1/PP3PBP/RQ1R2K1 b - - 4 15,32,c2b1
r4rk1/p2nbppp/1q2p3/1pp1P1B1/1n1P4/2N2bP1/PP3PBP/RQ1R2K1 w - - 0 16,30,b7f3
r4rk1/p2nBppp/1q2p3/1pp1P3/1n1P4/2N2bP1/PP3PBP/RQ1R2K1 b - - 0 16,14,g5e7
r4rk1/p2nBppp/1q2p3/1pp1P3/1n1P4/2N3P1/PP3PbP/RQ1R2K1 w - - 0 17,22,f3g2
r4rk1/p2nBppp/1q2p3/1pp1P3/1n1P4/2N3P1/PP3PKP/RQ1R4 b - - 0 17,19,g1g2
r1r3k1/p2nBppp/1q2p3/1pp1P3/1n1P4/2N3P1/PP3PKP/RQ1R4 w - - 1 18,19,f8c8
r1r3k1/p2nBppp/1q2p3/1pp1P3/1n1PN3/6P1/PP3PKP/RQ1R4 b - - 2 18,25,c3e4
r1r3k1/pq1nBppp/4p3/1pp1P3/1n1PN3/6P1/PP3PKP/RQ1R4 w - - 3 19,24,b6b7
r1r3k1/pq1nBppp/4p3/1pp1P3/1n1PN3/P5P1/1P3PKP/RQ1R4 b - - 0 19,20,a2a3
r1r3k1/pq1nBppp/4p3/1ppnP3/3PN3/P5P1/1P3PKP/RQ1R4 w - - 1 20,15,b4d5
r1r3k1/pq1n1ppp/4p3/1pBnP3/3PN3/P5P1/1P3PKP/RQ1R4 b - - 0 20,21,e7c5
r1r3k1/pq3ppp/4p3/1pnnP3/3PN3/P5P1/1P3PKP/RQ1R4 w - - 0 21,16,d7c5
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,23,d2d4
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,24,d7d5
rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,20,c2c4
rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,30,e7e6
rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,30,g1f3
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 2 4,32,g8f6
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 3 4,21,b1c3
rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 4 5,20,f8e7
rnbqk2r/ppp1bppp/4pn2/3p4/2PP1B2/2N2N2/PP2PPPP/R2QKB1R b KQkq - 5 5,22,c1f4
rnbq1rk1/ppp1bppp/4pn2/3p4/2PP1B2/2N2N2/PP2PPPP/R2QKB1R w KQ - 6 6,27,e8g8
rnbq1rk1/ppp1bppp/4pn2/3p4/2PP1B2/2N1PN2/PP3PPP/R2QKB1R b KQ - 0 6,22,e2e3
r1bq1rk1/pppnbppp/4pn2/3p4/2PP1B2/2N1PN2/PP3PPP/R2QKB1R w KQ - 1 7,23,b8d7
r1bq1rk1/pppnbppp/4pn2/3p4/2PP1B2/P1N1PN2/1P3PPP/R2QKB1R b KQ - 0 7,22,a2a3
r1bq1rk1/pp1nbppp/4pn2/2pp4/2PP1B2/P1N1PN2/1P3PPP/R2QKB1R w KQ - 0 8,27,c7c5
r1bq1rk1/pp1nbppp/4pn2/2pP4/3P1B2/P1N1PN2/1P3PPP/R2QKB1R b KQ - 0 8,13,c4d5
r1bq1rk1/pp1nbppp/4p3/2pn4/3P1B2/P1N1PN2/1P3PPP/R2QKB1R w KQ - 0 9,20,f6d5
r1bq1rk1/pp1nbppp/4p3/2pN4/3P1B2/P3PN2/1P3PPP/R2QKB1R b KQ - 0 9,19,c3d5
r1bq1rk1/pp1nbppp/8/2pp4/3P1B2/P3PN2/1P3PPP/R2QKB1R w KQ - 0 10,17,e6d5
r1bq1rk1/pp1nbppp/8/2Pp4/5B2/P3PN2/1P3PPP/R2QKB1R b KQ - 0 10,18,d4c5
r1bq1rk1/pp2bppp/8/2np4/5B2/P3PN2/1P3PPP/R2QKB1R w KQ - 0 11,23,d7c5
r1bq1rk1/pp2bppp/8/2np4/5B2/P3PN2/1P2BPPP/R2QK2R b KQ - 1 11,19,f1e2
r1bq1rk1/1p2bppp/8/p1np4/5B2/P3PN2/1P2BPPP/R2QK2R w KQ - 0 12,15,a7a5
r1bq1rk1/1p2bppp/8/p1np4/5B2/P3PN2/1P2BPPP/2RQK2R b K - 1 12,19,a1c1
r2q1rk1/1p2bppp/8/p1np1b2/5B2/P3PN2/1P2BPPP/2RQK2R w K - 2 13,29,c8f5
r2q1rk1/1p2bppp/8/p1np1b2/5B2/P3PN2/1P2BPPP/2RQ1RK1 b - - 3 13,23,e1g1
r2q1rk1/1p2bpp1/7p/p1np1b2/5B2/P3PN2/1P2BPPP/2RQ1RK1 w - - 0 14,39,h7h6
r2q1rk1/1p2bpp1/7p/p1np1b2/3N1B2/P3P3/1P2BPPP/2RQ1RK1 b - - 1 14,26,f3d4
r2q1rk1/1p2bpp1/7p/p1np4/3NbB2/P3P3/1P2BPPP/2RQ1RK1 w - - 2 15,31,f5e4
r2q1rk1/1p2bpp1/7p/p1np4/1P1NbB2/P3P3/4BPPP/2RQ1RK1 b - - 0 15,23,b2b4
r2q1rk1/1p2bpp1/7p/2np4/1p1NbB2/P3P3/4BPPP/2RQ1RK1 w - - 0 16,39,a5b4
r2q1rk1/1p2bpp1/7p/2np4/1P1NbB2/4P3/4BPPP/2RQ1RK1 b - - 0 16,40,a3b4
r2q1rk1/1p2bpp1/n6p/3p4/1P1NbB2/4P3/4BPPP/2RQ1RK1 w - - 1 17,40,c5a6
r2q1rk1/1p2bpp1/B6p/3p4/1P1NbB2/4P3/5PPP/2RQ1RK1 b - - 0 17,40,e2a6
3q1rk1/1p2bpp1/r6p/3p4/1P1NbB2/4P3/5PPP/2RQ1RK1 w - - 0 18,44,a8a6
3q1rk1/1p2bpp1/r6p/1P1p4/3NbB2/4P3/5PPP/2RQ1RK1 b - - 0 18,44,b4b5
3q1rk1/1p2bpp1/7p/1P1p4/3NbB2/4P3/r4PPP/2RQ1RK1 w - - 1 19,48,a6a2
3q1rk1/1pR1bpp1/7p/1P1p4/3NbB2/4P3/r4PPP/3Q1RK1 b - - 2 19,22,c1c7
3q1rk1/1pR2pp1/3b3p/1P1p4/3NbB2/4P3/r4PPP/3Q1RK1 w - - 3 20,29,e7d6
3q1rk1/1pR2pp1/3B3p/1P1p4/3Nb3/4P3/r4PPP/3Q1RK1 b - - 0 20,15,f4d6
5rk1/1pR2pp1/3q3p/1P1p4/3Nb3/4P3/r4PPP/3Q1RK1 w - - 0 21,25,d8d6
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,22,d2d4
rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,23,g8f6
rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,23,c2c4
rnbqkb1r/pppp1ppp/4pn2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,25,e7e6
rnbqkb1r/pppp1ppp/4pn2/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,27,g1f3
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,23,d7d5
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/5NP1/PP2PP1P/RNBQKB1R b KQkq - 0 4,21,g2g3
rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQkq - 1 5,29,f8e7
rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/5NP1/PP2PPBP/RNBQK2R b KQkq - 2 5,27,f1g2
rnbq1rk1/ppp1bppp/4pn2/3p4/2PP4/5NP1/PP2PPBP/RNBQK2R w KQ - 3 6,21,e8g8
rnbq1rk1/ppp1bppp/4pn2/3p4/2PP4/5NP1/PP2PPBP/RNBQ1RK1 b - - 4 6,20,e1g1
rnbq1rk1/ppp1bppp/4pn2/8/2pP4/5NP1/PP2PPBP/RNBQ1RK1 w - - 0 7,24,d5c4
rnbq1rk1/ppp1bppp/4pn2/8/2pP4/5NP1/PPQ1PPBP/RNB2RK1 b - - 1 7,18,d1c2
rnbq1rk1/1pp1bppp/p3pn2/8/2pP4/5NP1/PPQ1PPBP/RNB2RK1 w - - 0 8,22,a7a6
rnbq1rk1/1pp1bppp/p3pn2/8/P1pP4/5NP1/1PQ1PPBP/RNB2RK1 b - - 0 8,18,a2a4
rn1q1rk1/1ppbbppp/p3pn2/8/P1pP4/5NP1/1PQ1PPBP/RNB2RK1 w - - 1 9,17,c8d7
rn1q1rk1/1ppbbppp/p3pn2/6B1/P1pP4/5NP1/1PQ1PPBP/RN3RK1 b - - 2 9,18,c1g5
rn1q1rk1/1pp1bppp/p1b1pn2/6B1/P1pP4/5NP1/1PQ1PPBP/RN3RK1 w - - 3 10,21,d7c6
rn1q1rk1/1pp1bppp/p1b1pn2/6B1/P1QP4/5NP1/1P2PPBP/RN3RK1 b - - 0 10,25,c2c4
r2q1rk1/1ppnbppp/p1b1pn2/6B1/P1QP4/5NP1/1P2PPBP/RN3RK1 w - - 1 11,20,b8d7
r2q1rk1/1ppnbppp/p1b1pn2/6B1/P1QP4/4PNP1/1P3PBP/RN3RK1 b - - 0 11,17,e2e3
r2q1rk1/1ppnbpp1/p1b1pn1p/6B1/P1QP4/4PNP1/1P3PBP/RN3RK1 w - - 0 12,21,h7h6
r2q1rk1/1ppnbpp1/p1b1pB1p/8/P1QP4/4PNP1/1P3PBP/RN3RK1 b - - 0 12,17,g5f6
r2q1rk1/1pp1bpp1/p1b1pn1p/8/P1QP4/4PNP1/1P3PBP/RN3RK1 w - - 0 13,16,d7f6
r2q1rk1/1pp1bpp1/p1b1pn1p/8/P1QP4/4PNP1/1P3PBP/RNR3K1 b - - 1 13,14,f1c1
r2q1rk1/1pp2pp1/p1bbpn1p/8/P1QP4/4PNP1/1P3PBP/RNR3K1 w - - 2 14,13,e7d6
r2q1rk1/1pp2pp1/p1bbpn1p/8/P1QP4/4PNP1/1P1N1PBP/R1R3K1 b - - 3 14,12,b1d2
r4rk1/1pp1qpp1/p1bbpn1p/8/P1QP4/4PNP1/1P1N1PBP/R1R3K1 w - - 4 15,16,d8e7
r4rk1/1pp1qpp1/p1bbpn1p/8/P2P4/4PNP1/1P1NQPBP/R1R3K1 b - - 5 15,15,c4e2
r2r2k1/1pp1qpp1/p1bbpn1p/8/P2P4/4PNP1/1P1NQPBP/R1R3K1 w - - 6 16,11,f8d8
r2r2k1/1pp1qpp1/p1bbpn1p/8/P2PP3/5NP1/1P1NQPBP/R1R3K1 b - - 0 16,4,e3e4
r2r2k1/1pp1qpp1/p1bb1n1p/4p3/P2PP3/5NP1/1P1NQPBP/R1R3K1 w - - 0 17,11,e6e5
r2r2k1/1pp1qpp1/p1bb1n1p/4P3/P3P3/5NP1/1P1NQPBP/R1R3K1 b - - 0 17,-1,d4e5
r2r2k1/1pp1qpp1/p1b2n1p/4b3/P3P3/5NP1/1P1NQPBP/R1R3K1 w - - 0 18,-1,d6e5
r2r2k1/1pp1qpp1/p1b2n1p/4b3/P1N1P3/5NP1/1P2QPBP/R1R3K1 b - - 1 18,-14,d2c4
r2r2k1/1pp1qpp1/p1b2n1p/8/P1NbP3/5NP1/1P2QPBP/R1R3K1 w - - 2 19,-21,e5d4
r2r2k1/1pp1qpp1/p1b2n1p/N7/P2bP3/5NP1/1P2QPBP/R1R3K1 b - - 3 19,-42,c4a5
r2r2k1/1pp2pp1/p1b2n1p/N7/P2bq3/5NP1/1P2QPBP/R1R3K1 w - - 0 20,-43,e7e4
r2r2k1/1pp2pp1/p1b2n1p/N7/P2bQ3/5NP1/1P3PBP/R1R3K1 b - - 0 20,-49,e2e4
